value,id,order
ヒューマンヘルスケア学専攻,1201,1201
理学科　化学コース,1202,1202
理学科　生物学コース,1203,1203
理学科　地球学コース,1204,1204
理学科　物質循環学コース,1205,1205
理学科　物理学コース,1206,1206
水環境・土木工学科,1207,1207
電子情報システム工学科,1208,1208
物質化学科,1209,1209
機械・ロボット学科,1210,1210
機械・ロボット学科　機能機械学コース,1211,1211
化学・材料学科　応用分子化学コース,1212,1212
先進繊維・感性工学科　感性工学コース,1213,1213
化学・材料学科,1214,1214
化学・材料学科　ファイバー材料工学コース,1215,1215
機械・ロボット学科　バイオエンジニアリングコース,1216,1216
先進繊維・感性工学科　先進繊維工学コース,1217,1217
先進繊維・感性工学科,1218,1218
化学・材料学科　機能高分子学コース,1219,1219
農学生命科学科,1220,1220
イノベーション・マネジメント専攻,1221,1221
繊維学専攻　先進繊維・感性工学分野,1222,1222
生命医工学専攻,1223,1223
工学専攻　機械システム工学分野,1224,1224
生命医工学専攻　生命工学分野,1225,1225
理学専攻　理科学分野,1226,1226
繊維学専攻　応用生物科学分野,1227,1227
工学専攻　建築学分野,1228,1228
生命医工学専攻　生体医工学分野,1229,1229
農学専攻　食品生命科学分野,1230,1230
繊維学専攻　化学・材料分野,1231,1231
工学専攻　物質化学分野,1232,1232
繊維学専攻　機械・ロボット学分野,1233,1233
工学専攻　電子情報システム工学分野,1234,1234
繊維学専攻,1235,1235
工学専攻　水環境・土木工学分野,1236,1236
農学専攻　生物資源科学分野,1237,1237
農学専攻　環境共生学分野,1238,1238
農学専攻　先端生命科学分野,1239,1239
理学専攻　数学分野,1240,1240
総合法律学科,1241,1241
応用経済学科,1242,1242
医学系専攻,1243,1243
総合人文社会科学専攻,1244,1244
特別支援学校教員養成課程,1245,1245
機械工学科　知能機械コース,1246,1246
電気電子・情報工学科　電気電子コース,1247,1247
機械工学科　機械コース,1248,1248
電気電子・情報工学科　応用物理コース,1249,1249
化学・生命工学科　物質化学コース,1250,1250
化学・生命工学科　生命化学コース,1251,1251
電気電子・情報工学科　情報コース,1252,1252
化学・生命工学科,1253,1253
応用情報学科,1254,1254
機能材料工学科,1255,1255
電気電子・情報工学科,1256,1256
社会基盤工学科,1257,1257
人間情報システム工学科,1258,1258
数理デザイン工学科,1259,1259
生産環境科学課程,1260,1260
医療者教育学専攻,1261,1261
心理発達支援専攻,1262,1262
総合教科教育専攻,1263,1263
教育臨床心理学専攻,1264,1264
岐阜大学機械工学専攻,1265,1265
岐阜大学・マレーシア国民大学国際連携材料科学工学専攻,1266,1266
地域政策学科,1267,1267
岐阜大学国際連携食品科学技術専攻,1268,1268
地域政策専攻,1269,1269
地域文化専攻,1270,1270
医療情報学専攻,1271,1271
エネルギー工学専攻,1272,1272
知能理工学専攻,1273,1273
物質・ものづくり工学専攻,1274,1274
生物生産環境科学専攻,1275,1275
生命科学・化学専攻,1276,1276
行動情報学科,1277,1277
情報社会学科,1278,1278
創造理学コース,1279,1279
化学バイオ工学科,1280,1280
電子物質科学科,1281,1281
数理システム工学科,1282,1282
共同教科開発学専攻,1283,1283
事業開発マネジメント専攻,1284,1284
数理システム工学専攻,1285,1285
電子物質科学専攻,1286,1286
化学バイオ工学専攻,1287,1287
比較地域文化専攻,1288,1288
臨床人間科学専攻,1289,1289
環境森林科学専攻,1290,1290
共生バイオサイエンス専攻,1291,1291
応用生物化学専攻,1292,1292
環境・エネルギーシステム専攻,1293,1293
光・ナノ物質機能専攻,1294,1294
ナノビジョン工学専攻,1295,1295
バイオサイエンス専攻,1296,1296
工学専攻　事業開発マネジメントコース,1297,1297
工学専攻　数理システム工学コース,1298,1298
工学専攻　電子物質科学コース,1299,1299
理学専攻　地球科学コース,1300,1300
農学専攻　共生バイオサイエンスコース,1301,1301
理学専攻　化学コース,1302,1302
農学専攻　環境森林科学コース,1303,1303
理学専攻　物理学コース,1304,1304
農学専攻　応用生物化学コース,1305,1305
理学専攻　生物科学コース,1306,1306
理学専攻　数学コース,1307,1307
工学専攻　化学バイオ工学コース,1308,1308
農学専攻　農業ビジネス起業人育成コース,1309,1309
情報学専攻　情報学コース,1310,1310
地域共生コース,1311,1311
地域環境・防災コース,1312,1312
地域経営コース,1313,1313
アート＆マネジメントコース,1314,1314
スポーツプロモーションコース,1315,1315
光医工学共同専攻,1316,1316
グローバル共創科学科,1317,1317
法律・政治学科,1318,1318
人間・社会情報学科,1319,1319
自然情報学科,1320,1320
コンピュータ科学科,1321,1321
人間発達科学科,1322,1322
数理学科,1323,1323
生命理学科,1324,1324
環境土木・建築学科,1325,1325
機械・航空宇宙工学科,1326,1326
エネルギー理工学科,1327,1327
資源生物科学科,1328,1328
生物環境科学科,1329,1329
総合医学専攻,1330,1330
名古屋大学・アデレード大学国際連携総合医学専攻,1331,1331
名古屋大学・ルンド大学国際連携総合医学専攻,1332,1332
名古屋大学・フライブルク大学国際連携総合医学専攻,1333,1333
総合保健学専攻,1334,1334
社会環境学専攻,1335,1335
都市環境学専攻,1336,1336
社会経済システム専攻,1337,1337
産業経営システム専攻,1338,1338
情報・通信工学専攻,1339,1339
材料デザイン工学専攻,1340,1340
有機・高分子化学専攻,1341,1341
応用物質化学専攻,1342,1342
マイクロ・ナノ機械理工学専攻,1343,1343
総合エネルギー工学専攻,1344,1344
生命分子工学専攻,1345,1345
エネルギー理工学専攻,1346,1346
電気工学専攻,1347,1347
物質プロセス工学専攻,1348,1348
名古屋大学材料工学専攻,1349,1349
国際開発協力専攻,1350,1350
心理・認知科学専攻,1351,1351
知能システム学専攻,1352,1352
情報システム学専攻,1353,1353
複雑系科学専攻,1354,1354
動物科学専攻,1355,1355
植物生産科学専攻,1356,1356
名古屋大学・カセサート大学国際連携生命農学専攻,1357,1357
森林・環境資源科学専攻,1358,1358
名古屋大学・西オーストラリア大学国際連携生命農学専攻,1359,1359
多元数理科学専攻,1360,1360
実務法曹養成専攻,1361,1361
名古屋大学・エディンバラ大学国際連携理学専攻,1362,1362
生命理学専攻,1363,1363
素粒子宇宙物理学専攻,1364,1364
物質理学専攻,1365,1365
教育科学専攻,1366,1366
心理発達科学専攻,1367,1367
基盤創薬学専攻,1368,1368
初等教育教員養成課程　情報選修,1369,1369
初等教育教員養成課程　教育科学選修,1370,1370
教育支援専門職養成課程,1371,1371
学校教員養成課程　特別支援教育専攻,1372,1372
学校教員養成課程　養護教育専攻,1373,1373
学校教員養成課程　幼児教育専攻,1374,1374
学校教員養成課程　高等学校教育専攻,1375,1375
学校教員養成課程　義務教育専攻,1376,1376
創造工学教育課程　材料・エネルギーコース,1377,1377
創造工学教育課程,1378,1378
電気・機械工学科,1379,1379
生命・応用化学科,1380,1380
創造工学教育課程　情報・社会コース,1381,1381
社会開発工学科,1382,1382
社会工学科,1383,1383
電気情報工学科,1384,1384
物質工学科,1385,1385
基幹工学教育課程　環境都市工学コース,1386,1386
基幹工学教育課程　電気・機械工学コース,1387,1387
基幹工学教育課程,1388,1388
共同ナノメディシン科学専攻,1389,1389
電気・機械工学専攻,1390,1390
生命・応用化学専攻,1391,1391
名古屋工業大学・ウーロンゴン大学国際連携情報学専攻,1392,1392
社会工学専攻,1393,1393
工学専攻　電気・機械工学系プログラム,1394,1394
工学専攻　創造工学プログラム,1395,1395
工学専攻　社会人イノベーションコース,1396,1396
工学専攻　生命・応用化学系プログラム,1397,1397
工学専攻　情報工学系プログラム,1398,1398
工学専攻　社会工学系プログラム,1399,1399
工学専攻　物理工学系プログラム,1400,1400
情報・知能工学課程,1401,1401
機械工学課程,1402,1402
電気・電子情報工学課程,1403,1403
建築・都市システム学課程,1404,1404
応用化学・生命工学課程,1405,1405
応用化学・生命工学専攻,1406,1406
建築・都市システム学専攻,1407,1407
情報・知能工学専攻,1408,1408
電気・電子情報工学専攻,1409,1409
文化学科,1410,1410
学校教育教員養成課程　社会科教育コース,1411,1411
学校教育教員養成課程　幼児教育コース,1412,1412
学校教育教員養成課程　美術教育コース,1413,1413
学校教育教員養成課程　音楽教育コース,1414,1414
学校教育教員養成課程　理科教育コース,1415,1415
学校教育教員養成課程　保健体育コース,1416,1416
学校教育教員養成課程　家政教育コース,1417,1417
学校教育教員養成課程　数学教育・情報教育コース,1418,1418
学校教育教員養成課程　国語教育コース,1419,1419
学校教育教員養成課程　学校教育コース,1420,1420
学校教育教員養成課程　技術・ものづくり教育コース,1421,1421
学校教育教員養成課程　数学教育コース,1422,1422
学校教育教員養成課程　英語教育コース,1423,1423
総合工学科　総合工学コース,1424,1424
総合工学科　応用化学コース,1425,1425
分子素材工学科,1426,1426
海洋生物資源学科,1427,1427
生物圏生命化学科,1428,1428
資源循環学科,1429,1429
共生環境学科,1430,1430
システム工学専攻,1431,1431
分子素材工学専攻,1432,1432
総合バイオサイエンス専攻,1433,1433
先端融合工学専攻,1434,1434
地域イノベーション学専攻,1435,1435
地域文化論専攻,1436,1436
共生環境学専攻,1437,1437
資源循環学専攻,1438,1438
生物圏生命科学専攻,1439,1439
ファイナンス学科,1440,1440
会計情報学科,1441,1441
企業経営学科,1442,1442
社会システム学科,1443,1443
情報管理学科,1444,1444
グローバル・ファイナンス専攻,1445,1445
経済経営リスク専攻,1446,1446
データサイエンス学科,1447,1447
データサイエンス専攻,1448,1448
経済経営学科,1449,1449
総合人間学科,1450,1450
工業化学科,1451,1451
地球工学科,1452,1452
食料・環境経済学科,1453,1453
食品生物科学科,1454,1454
人間健康科学科,1455,1455
グローバル地域研究専攻,1456,1456
アフリカ地域研究専攻,1457,1457
東南アジア地域研究専攻,1458,1458
エネルギー応用科学専攻,1459,1459
エネルギー基礎科学専攻,1460,1460
エネルギー社会・環境科学専攻,1461,1461
エネルギー変換科学専攻,1462,1462
人間健康科学系専攻,1463,1463
京都大学・マギル大学ゲノム医学国際連携専攻,1464,1464
社会健康医学系専攻,1465,1465
教育学環専攻,1466,1466
京都大学国際連携グローバル経済・地域創造専攻,1467,1467
機械理工学専攻,1468,1468
マイクロエンジニアリング専攻,1469,1469
原子核工学専攻,1470,1470
高分子化学専攻,1471,1471
合成・生物化学専攻,1472,1472
材料化学専攻,1473,1473
社会基盤工学専攻,1474,1474
都市環境工学専攻,1475,1475
物質エネルギー化学専攻,1476,1476
分子工学専攻,1477,1477
都市社会工学専攻,1478,1478
先端数理科学専攻,1479,1479
システム科学専攻,1480,1480
数理工学専攻,1481,1481
知能情報学専攻,1482,1482
通信情報システム専攻,1483,1483
共生人間学専攻,1484,1484
共生文明学専攻,1485,1485
相関環境学専攻,1486,1486
高次生命科学専攻,1487,1487
統合生命科学専攻,1488,1488
応用生物科学専攻,1489,1489
生物資源経済学専攻,1490,1490
地域環境科学専攻,1491,1491
食品生物科学専攻,1492,1492
京都大学・ハイデルベルク大学国際連携文化越境専攻,1493,1493
現代文化学専攻,1494,1494
行動文化学専攻,1495,1495
思想文化学専攻,1496,1496
文献文化学専攻,1497,1497
歴史文化学専攻,1498,1498
法政理論専攻,1499,1499
医薬創成情報科学専攻,1500,1500
創発医薬科学専攻,1501,1501
数学・数理解析専攻,1502,1502
物理学・宇宙物理学専攻,1503,1503
経営科学専攻,1504,1504
公共政策専攻,1505,1505
地球環境学専攻,1506,1506
環境マネジメント専攻,1507,1507
総合生存学専攻,1508,1508
高分子機能工学専攻,1509,1509
生体分子工学専攻,1510,1510
生命物質科学専攻,1511,1511
電子システム工学専攻,1512,1512
デザイン学専攻,1513,1513
バイオベースマテリアル学専攻,1514,1514
機械設計学専攻,1515,1515
物質合成化学専攻,1516,1516
材料創製化学専攻,1517,1517
バイオテクノロジー専攻,1518,1518
機械物理学専攻,1519,1519
物質・材料化学専攻,1520,1520
材料制御化学専攻,1521,1521
京都工芸繊維大学・チェンマイ大学国際連携建築学専攻,1522,1522
応用生物学専攻,1523,1523
機能物質化学専攻,1524,1524
設計工学専攻,1525,1525
先端ファイブロ科学専攻,1526,1526
物質工学専攻,1527,1527
応用生物学課程,1528,1528
電子システム工学課程,1529,1529
応用化学課程,1530,1530
デザイン・建築学課程,1531,1531
情報工学課程,1532,1532
国際公共政策学科,1533,1533
経済・経営学科,1534,1534
人間科学科,1535,1535
外国語学科,1536,1536
環境・エネルギー工学科,1537,1537
応用自然科学科,1538,1538
応用理工学科,1539,1539
地球総合工学科,1540,1540
システム科学科,1541,1541
化学応用科学科,1542,1542
電子物理科学科,1543,1543
保健学専攻　統合保健看護科学分野,1544,1544
保健学専攻　医療技術科学分野,1545,1545
物質創成専攻,1546,1546
機能創成専攻,1547,1547
システム創成専攻,1548,1548
経営学系専攻,1549,1549
政策専攻,1550,1550
日本語・日本文化専攻,1551,1551
言語文化専攻,1552,1552
ビジネスエンジニアリング専攻,1553,1553
マテリアル生産科学専攻,1554,1554
環境エネルギー工学専攻,1555,1555
生物工学専攻,1556,1556
物理学系専攻,1557,1557
地球総合工学専攻,1558,1558
電気電子情報通信工学専攻,1559,1559
国際公共政策専攻,1560,1560
比較公共政策専攻,1561,1561
口腔科学専攻,1562,1562
情報ネットワーク学専攻,1563,1563
情報数理学専攻,1564,1564
情報基礎数学専攻,1565,1565
コンピュータサイエンス専攻,1566,1566
マルチメディア工学専攻,1567,1567
バイオ情報工学専攻,1568,1568
言語文化学専攻,1569,1569
外国学専攻,1570,1570
文化動態論専攻,1571,1571
文化形態論専攻,1572,1572
文化表現論専攻,1573,1573
創成薬学専攻,1574,1574
宇宙地球科学専攻,1575,1575
高分子科学専攻,1576,1576
生命機能専攻,1577,1577
教育協働学科,1578,1578
高度教職開発専攻,1579,1579
高度教育支援開発専攻,1580,1580
人間発達教育専攻,1581,1581
先端課題実践開発専攻,1582,1582
学校教育実践学専攻,1583,1583
教科教育実践学専攻,1584,1584
人間表現学科,1585,1585
人間環境学科,1586,1586
人間形成学科,1587,1587
人間行動学科,1588,1588
惑星学科,1589,1589
市民工学科,1590,1590
情報知能工学科,1591,1591
資源生命科学科,1592,1592
食料環境システム学科,1593,1593
生命機能科学科,1594,1594
環境共生学科,1595,1595
グローバル文化学科,1596,1596
発達コミュニティ学科,1597,1597
子ども教育学科,1598,1598
バイオメディカルサイエンス専攻,1599,1599
現代経営学専攻,1600,1600
市民工学専攻,1601,1601
国際開発政策専攻,1602,1602
国際協力政策専攻,1603,1603
地域協力政策専攻,1604,1604
社会動態専攻,1605,1605
文化構造専攻,1606,1606
食料共生システム学専攻,1607,1607
資源生命科学専攻,1608,1608
生命機能科学専攻,1609,1609
実務法律専攻,1610,1610
惑星学専攻,1611,1611
文化相関専攻,1612,1612
グローバル文化専攻,1613,1613
計算科学専攻,1614,1614
マリンエンジニアリング学科,1615,1615
グローバル輸送科学科,1616,1616
海洋安全システム科学科,1617,1617
海事科学専攻,1618,1618
人間発達専攻,1619,1619
科学技術イノベーション専攻,1620,1620
海洋政策科学科,1621,1621
伝統文化教育・国際理解教育専攻,1622,1622
システム工学科　ロボティクスメジャー,1623,1623
システム工学科　ネットワーク・コンピューティングメジャー,1624,1624
システム工学科　情報システムデザインメジャー,1625,1625
システム工学科　クロスリアリティ・情報デザインメジャー,1626,1626
システム工学科　電子物理工学メジャー,1627,1627
システム工学科　建築・ランドスケープメジャー,1628,1628
システム工学科　ネットワーク情報学メジャー,1629,1629
システム工学科　電子計測メジャー,1630,1630
システム工学科　社会情報学メジャー,1631,1631
システム工学科　化学メジャー,1632,1632
システム工学科　機械電子制御メジャー,1633,1633
システム工学科　メディアデザインメジャー,1634,1634
システム工学科　知能情報学メジャー,1635,1635
システム工学科　応用物理学メジャー,1636,1636
システム工学科　環境デザインメジャー,1637,1637
システム工学科　環境科学メジャー,1638,1638
システム工学科,1639,1639
システム工学科　電気電子工学メジャー,1640,1640
システム工学科　材料工学メジャー,1641,1641
観光学科,1642,1642
市場環境学専攻,1643,1643
観光地域マネジメント専攻,1644,1644
観光学専攻,1645,1645
システム工学専攻　デザイン科学クラスタ,1646,1646
システム工学専攻　システム知能クラスタ,1647,1647
システム工学専攻　知能科学クラスタ,1648,1648
システム工学専攻　物理工学クラスタ,1649,1649
システム工学専攻　ナノテクノロジークラスタ,1650,1650
システム工学専攻　ナノマテリアルクラスタ,1651,1651
システム工学専攻　コミュニケーション科学クラスタ,1652,1652
システム工学専攻　知的モデリングクラスタ,1653,1653
システム工学専攻　先進情報処理メカトロニクスクラスタ,1654,1654
電気情報系学科,1655,1655
機械物理系学科,1656,1656
化学バイオ系学科,1657,1657
社会システム土木系学科,1658,1658
生命環境農学科,1659,1659
獣医学科,1660,1660
化学・生物応用工学専攻,1661,1661
情報エレクトロニクス専攻,1662,1662
国際乾燥地科学専攻,1663,1663
生命資源科学専攻,1664,1664
生産環境科学専攻,1665,1665
地域学科　国際地域文化コース,1666,1666
地域学科,1667,1667
地域学科　地域創造コース,1668,1668
地域学科　人間形成コース,1669,1669
地域学専攻,1670,1670
工学専攻　メタンハイドレード科学コース,1671,1671
工学専攻　社会システム土木コース,1672,1672
工学専攻　機械宇宙工学コース,1673,1673
工学専攻　化学バイオコース,1674,1674
工学専攻　情報エレクトロニクスコース,1675,1675
社会文化学科,1676,1676
法経学科,1677,1677
機械・電気電子工学科,1678,1678
物理・マテリアル工学科,1679,1679
知能情報デザイン学科,1680,1680
数理科学科,1681,1681
建築デザイン学科,1682,1682
臨床心理専攻,1683,1683
農生命科学専攻,1684,1684
環境システム科学専攻,1685,1685
創成理工学専攻,1686,1686
言語・社会文化専攻,1687,1687
法経専攻,1688,1688
農林生産学科,1689,1689
環境共生科学科,1690,1690
社会創成専攻,1691,1691
材料エネルギー学科,1692,1692
学校教育教員養成課程　中学校教育コース,1693,1693
学校教育教員養成課程　小学校教育コース,1694,1694
情報系学科,1695,1695
機械システム系学科,1696,1696
化学生命系学科,1697,1697
電気通信系学科,1698,1698
工学科　環境・社会基盤系環境マネジメントコース,1699,1699
工学科　情報・電気・数理・データサイエンス系数理データサイエンスコース,1700,1700
工学科　機械システム系ロボティクス・知能システムコース,1701,1701
工学科　化学・生命系応用化学コース,1702,1702
工学科　情報・電気・数理・データサイエンス系ネットワーク工学コース,1703,1703
工学科　環境・社会基盤系都市環境創成コース,1704,1704
工学科　情報・電気・数理・データサイエンス系エネルギー・エレクトロニクスコース,1705,1705
工学科　機械システム系機械工学コース,1706,1706
工学科　化学・生命系生命工学コース,1707,1707
工学科　情報・電気・数理・データサイエンス系情報工学コース,1708,1708
環境デザイン工学科,1709,1709
環境管理工学科,1710,1710
環境数理学科,1711,1711
環境物質工学科,1712,1712
総合農業科学科,1713,1713
地球惑星物質科学専攻,1714,1714
地球生命物質科学専攻,1715,1715
学際基礎科学専攻,1716,1716
電子情報システム工学専攻,1717,1717
分子科学専攻,1718,1718
数理物理科学専攻,1719,1719
公共政策科学専攻,1720,1720
組織経営専攻,1721,1721
社会文化学専攻,1722,1722
社会文化基礎学専攻,1723,1723
日本・アジア文化専攻,1724,1724
人間社会文化専攻,1725,1725
経済理論・政策専攻,1726,1726
国際社会専攻,1727,1727
比較社会文化学専攻,1728,1728
機能再生・再建科学専攻,1729,1729
社会環境生命科学専攻,1730,1730
病態制御科学専攻,1731,1731
医歯科学専攻,1732,1732
社会基盤環境学専攻,1733,1733
ヘルスシステム統合科学専攻,1734,1734
環境生命自然科学専攻　地球環境生命科学,1735,1735
環境生命自然科学専攻　創成化学,1736,1736
環境生命自然科学専攻　先進理工科学,1737,1737
環境生命自然科学専攻　都市創成科学機械システム,1738,1738
環境生命自然科学専攻,1739,1739
環境生命自然科学専攻　数理情報科学,1740,1740
環境生命自然科学専攻　異分野基礎科学,1741,1741
国際共創学科,1742,1742
総合科学科,1743,1743
第一類　学校教育系,1744,1744
第二類　科学文化教育系,1745,1745
第三類　言語文化教育系,1746,1746
第四類　生涯活動教育系,1747,1747
第五類　人間形成基礎系,1748,1748
地球惑星システム学科,1749,1749
第一類,1750,1750
第二類,1751,1751
第三類,1752,1752
第四類,1753,1753
口腔健康科学科,1754,1754
医歯薬学専攻,1755,1755
総合健康科学専攻,1756,1756
先進理工系科学専攻　機械工学プログラム,1757,1757
先進理工系科学専攻　物理学プログラム,1758,1758
先進理工系科学専攻　理工学融合プログラム,1759,1759
先進理工系科学専攻　量子物質科学プログラム,1760,1760
先進理工系科学専攻　化学工学プログラム,1761,1761
先進理工系科学専攻　社会基盤環境工学プログラム,1762,1762
先進理工系科学専攻　応用化学プログラム,1763,1763
先進理工系科学専攻　情報科学プログラム,1764,1764
先進理工系科学専攻　数学プログラム,1765,1765
先進理工系科学専攻　基礎化学プログラム,1766,1766
先進理工系科学専攻,1767,1767
先進理工系科学専攻　輸送・環境システムプログラム,1768,1768
先進理工系科学専攻　電気システム制御プログラム,1769,1769
先進理工系科学専攻　建築学プログラム,1770,1770
先進理工系科学専攻　地球惑星システム学プログラム,1771,1771
先進理工系科学専攻　課程不明,1772,1772
広島大学・ライプツィヒ大学国際連携サステイナビリティ学専攻,1773,1773
先進理工系科学専攻　スマートイノベーションプログラム,1774,1774
実務法学専攻,1775,1775
広島大学・グラーツ大学国際連携サステイナビリティ学専攻,1776,1776
観光政策学科,1777,1777
商業教員養成課程,1778,1778
生物・化学科,1779,1779
地球圏システム科学科,1780,1780
物理・情報科学科,1781,1781
循環環境工学科,1782,1782
感性デザイン工学科,1783,1783
社会建設工学科,1784,1784
知能情報工学科,1785,1785
生物機能科学科,1786,1786
生物資源環境科学科,1787,1787
学校臨床心理学専攻,1788,1788
東アジア専攻,1789,1789
技術経営専攻,1790,1790
国際総合科学科,1791,1791
物質工学系専攻,1792,1792
システム・デザイン工学系専攻,1793,1793
電気電子情報系専攻,1794,1794
地球圏生命物質科学系専攻,1795,1795
ライフサイエンス系専攻,1796,1796
建設環境系専攻,1797,1797
機械工学系専攻,1798,1798
基盤科学系専攻,1799,1799
農学系専攻,1800,1800
自然科学系専攻,1801,1801
山口大学・カセサート大学国際連携農学生命科学専攻,1802,1802
環境共生系専攻,1803,1803
社会総合科学科,1804,1804
理工学科,1805,1805
理工学科　電気電子システムコース,1806,1806
理工学科　情報光システムコース,1807,1807
理工学科　応用理数コース,1808,1808
理工学科　機械科学コース,1809,1809
理工学科　社会基盤デザインコース,1810,1810
理工学科　応用化学システムコース,1811,1811
理工学科　医光／医工融合プログラム,1812,1812
創製薬科学科,1813,1813
医科栄養学科,1814,1814
その他専攻,1815,1815
口腔保健学科,1816,1816
人間栄養科学専攻,1817,1817
口腔保健学専攻,1818,1818
保健学専攻　医用情報科学領域,1819,1819
保健学専攻　看護学領域,1820,1820
保健学専攻　医用検査学領域,1821,1821
知的力学システム工学専攻,1822,1822
知的力学システム工学専攻　機械創造システム工学コース,1823,1823
物質生命システム工学専攻　化学機能創生コース,1824,1824
物質生命システム工学専攻　生命テクノサイエンスコース,1825,1825
知的力学システム工学専攻　建設創造システム工学コース,1826,1826
物質生命システム工学専攻,1827,1827
生物資源産業学科,1828,1828
理工学専攻　数理科学コース,1829,1829
理工学専攻　知能情報システムコース,1830,1830
創成科学専攻,1831,1831
地域創成専攻,1832,1832
理工学専攻　電気電子システムコース,1833,1833
理工学専攻　社会基盤デザインコース,1834,1834
理工学専攻　機械科学コース,1835,1835
理工学専攻　光システムコース,1836,1836
理工学専攻　応用化学システムコース,1837,1837
理工学専攻　自然科学コース,1838,1838
医科栄養学専攻,1839,1839
学校教育教員養成課程　幼児教育専修,1840,1840
学校教育教員養成課程　中学校教育専修,1841,1841
学校教育教員養成課程　小学校教育専修,1842,1842
高度学校教育実践専攻,1843,1843
人間教育専攻,1844,1844
学校教育教員養成課程　教科教育コース,1845,1845
学校教育教員養成課程　学校教育基礎コース,1846,1846
臨床心理学科,1847,1847
創造工学科　材料物質科学コース,1848,1848
創造工学科　人工知能・通信ネットワークコース,1849,1849
創造工学科　建築・都市環境コース,1850,1850
創造工学科　先端マテリアル科学コース,1851,1851
創造工学科　造形・メディアデザインコース,1852,1852
創造工学科　情報通信コース,1853,1853
創造工学科　機械システムコース,1854,1854
創造工学科　情報システム・セキュリティコース,1855,1855
創造工学科　防災・危機管理コース,1856,1856
学校教育専攻　発達支援コース,1857,1857
学校教育専攻　教育支援コース,1858,1858
知能機械システム工学専攻,1859,1859
安全システム建設工学専攻,1860,1860
信頼性情報システム工学専攻,1861,1861
材料創造工学専攻,1862,1862
応用生物・希少糖科学専攻,1863,1863
法律学専攻,1864,1864
生物環境保全学専攻,1865,1865
生物資源生産学専攻,1866,1866
生物資源利用学専攻,1867,1867
地域マネジメント専攻,1868,1868
創発科学専攻,1869,1869
創発科学専攻　知能ロボティクスユニット,1870,1870
創発科学専攻　機械工学基盤ユニット,1871,1871
創発科学専攻　光・量子材料学ユニット,1872,1872
創発科学専攻　政策法務ユニット,1873,1873
創発科学専攻　数理・データサイエンスユニット,1874,1874
創発科学専攻　経済・政策分析ユニット,1875,1875
創発科学専攻　観光・地域戦略ユニット,1876,1876
創発科学専攻　子ども学ユニット,1877,1877
創発科学専攻　循環型環境ユニット,1878,1878
創発科学専攻　人文的実践知ユニット,1879,1879
創発科学専攻　構造材料学ユニット,1880,1880
創発科学専攻　インフラ・アセットマネジメントユニット,1881,1881
創発科学専攻　建築学ユニット,1882,1882
創発科学専攻　人工知能・通信ネットワークユニット,1883,1883
創発科学専攻　機能性材料学ユニット,1884,1884
創発科学専攻　危機管理学ユニット,1885,1885
創発科学専攻　情報システム・セキュリティユニット,1886,1886
創発科学専攻　法律専門職ユニット,1887,1887
創発科学専攻　計測機械システム工学ユニット,1888,1888
創発科学専攻　ビジネスユニット,1889,1889
創発科学専攻　持続共生社会創成ユニット,1890,1890
創発科学専攻　エクスペリエンスデザイン＆アートユニット,1891,1891
学校教育教員養成課程　初等教育コース,1892,1892
学校教育教員養成課程　中等教育コース,1893,1893
理学科　数学・数理情報コース,1894,1894
理学科　地学コース,1895,1895
工学科　コンピュータ科学コース,1896,1896
工学科　化学・生命科学コース,1897,1897
工学科　知能システム学コース,1898,1898
工学科　応用情報工学コース,1899,1899
工学科　材料デザイン工学コース,1900,1900
工学科　社会基盤工学コース,1901,1901
工学科　社会デザインコース,1902,1902
環境建設工学科,1903,1903
食料生産学科,1904,1904
生物環境学科,1905,1905
生命機能学科,1906,1906
心理発達臨床専攻,1907,1907
法文学専攻,1908,1908
産業システム創成専攻,1909,1909
生命機能学専攻,1910,1910
食料生産学専攻,1911,1911
理工学専攻　社会基盤プログラム　応用情報工学分野,1912,1912
理工学専攻　数理情報プログラム,1913,1913
理工学専攻　産業基盤プログラム　機械工学分野,1914,1914
先端科学特別コース,1915,1915
アジア防災学特別コース,1916,1916
理工学専攻　地域エンジニア育成プログラム,1917,1917
理工学専攻　自然科学基盤プログラム　地球科学分野,1918,1918
理工学専攻　産業基盤プログラム,1919,1919
理工学専攻　社会基盤プログラム　電気電子工学分野,1920,1920
理工学専攻　自然科学基盤プログラム　物理学分野,1921,1921
理工学専攻　自然科学基盤プログラム　化学分野,1922,1922
理工学専攻　産業基盤プログラム　応用化学分野,1923,1923
理工学専攻　数理情報プログラム　数理情報分野,1924,1924
理工学専攻　自然科学基盤プログラム　生物学分野,1925,1925
環境機能科学専攻,1926,1926
理工学専攻　社会基盤プログラム,1927,1927
理工学専攻　社会基盤プログラム　環境建設工学分野,1928,1928
理工学専攻　産業基盤プログラム　機能材料工学分野,1929,1929
理工学専攻　自然科学基盤プログラム,1930,1930
理工学専攻　アジア防災学特別プログラム,1931,1931
電子情報工学専攻　ＩＣＴスペシャリスト育成コース,1932,1932
生産環境工学専攻,1933,1933
物質生命工学専攻,1934,1934
数理物質科学専攻　物理科学コース,1935,1935
数理物質科学専攻　地球進化学コース,1936,1936
環境機能科学専攻　分子科学コース,1937,1937
環境機能科学専攻　生物環境科学コース,1938,1938
物質生命工学専攻　応用化学コース,1939,1939
物質生命工学専攻　機能材料工学コース,1940,1940
生産環境工学専攻　環境建設工学コース,1941,1941
